.cn	Q2
天王星（太阳系八大行星之一）	Q5355
天祐元年	Q5356
天竺（古印度）	Q5358
天赋观念	Q5361
天顺（明英宗年号）	Q5365
天麻（草药）	Q5367
太一道	Q5368
太上老君（道教始祖）	Q5371
太仓（江苏省苏州市下辖县级市）	Q5372
太医令	Q5374
太医局	Q5375
太医署	Q5376
太医院	Q5377
太原（山西省省会）	Q5378
太史公自序	Q5379
太多（陈冠蒲演唱歌曲）	Q5380
太姥山	Q5381
太平圣惠方（太平圣惠方）	Q5386
太平天国（中国历史政权）	Q5388
太平岛	Q5389
太平洋	Q5391
太平洋战场（太平洋地区发生的大规模海战）	Q5394
太平轮	Q5395
太极拳（中国武术中的拳法）	Q5402
太甲	Q5405
太空望远镜	Q5407
太空计划	Q5408
太空（地球大气层以外的宇宙空间）	Q5409
太行山脉	Q5410
太阳周期	Q5411
太阳病	Q5412
太阳系	Q5413
太阳系外行星	Q5414
太阳系行星	Q5415
太阳能	Q5416
太阳能发电	Q5417
太阳能电池	Q5418
太阳质量	Q5419
太阳辐射	Q5420
太阳风（物理，天文名词）	Q5421
太阳（太阳系的中心天体）	Q5424
失业率	Q5427
头山满	Q5431
头痛	Q5432
夸克（物理名词）	Q5435
夺帅	Q5436
奇点（数学中的概念）	Q5440
奇瑞	Q5441
奇诺	Q5443
奉贤区	Q5446
契丹族	Q5447
契约法	Q5449
契约自由	Q5450
奥兰多·布鲁姆	Q5453
奥利-约翰·达尔	Q5455
奥匈帝国	Q5456
奥卡姆的威廉	Q5457
奥古斯丁（古罗马帝国时期天主教思想家）	Q5458
奥古斯特·孔德	Q5459
奥地利	Q5460
奥地利经济学派	Q5461
奥妙（著名家化品牌）	Q5462
奥尔森（美国经济学家和社会学家）	Q5464
奥尔特云	Q5465
奥尔胡斯大学	Q5466
奥尔（德国足球运动员）	Q5467
奥德河	Q5468
奥拉夫五世	Q5470
奥斯曼帝国（1299—1922年地跨欧亚非的帝国）	Q5471
奥斯陆	Q5473
奥斯陆大学	Q5474
奥特（英格兰足球运动员）	Q5480
奥维德	Q5481
奥美拉唑	Q5482
奥肯定律	Q5483
女性主义	Q5495
女性心理需求	Q5497
女性文学	Q5498
女真族	Q5502
好奇（母婴用品品牌）	Q5508
好朋友（郭德纲搭档于谦相声）	Q5509
好莱坞（1923年美国电影）	Q5511
如意金箍棒（《西游记》中孙悟空的兵器）	Q5512
如果爱（湖北卫视明星恋爱真人秀）	Q5514
妈勒访天边	Q5516
妈祖信仰	Q5517
妈祖（以中国东南沿海为中心信仰的海神）	Q5518
妊娠期	Q5519
妮基·瑞德	Q5522
妹控	Q5523
姒孔甲	Q5528
姒少康	Q5529
委内瑞拉（委内瑞拉玻利瓦尔共和国）	Q5531
姚崇（唐朝政治家）	Q5532
姚成龙	Q5533
姚文元	Q5534
姚期智	Q5536
姚桐斌	Q5537
姜登选	Q5541
姬奭	Q5542
姬林	Q5545
姬瑕	Q5546
姬胡	Q5547
姬静	Q5549
威尔士	Q5550
威廉·冯特	Q5552
威廉·哈维	Q5553
威廉·杰斐逊·克林顿	Q5554
威廉·罗便臣	Q5556
威廉·詹姆斯	Q5557
威廉·赫歇尔	Q5558
威廉姆·斯坦利·杰文斯	Q5559
威权主义	Q5561
威海新北洋数码科技股份有限公司	Q5562
威理博·斯涅尔	Q5563
娄山关	Q5564
娱乐节目	Q5567
娼优	Q5568
婆罗摩笈多	Q5570
婉娜拉·宋提查	Q5571
婴儿孤独症	Q5575
婴儿死亡率	Q5576
婴儿（小于1周岁的儿童）	Q5578
婺源县	Q5579
媒介	Q5580
媒体播放器	Q5581
嫦娥三号探测器	Q5582
嫦娥二号卫星	Q5583
嫦娥四号探测器	Q5584
子产	Q5585
子午圈	Q5587
子婴	Q5590
子程序	Q5592
子系统	Q5593
孔子（1990年电视剧）	Q5596
孔子（儒家学派创始人）	Q5597
孔德（法国哲学家）	Q5599
孔有德（明末清初将领）	Q5601
孔祥熙	Q5603
孔门十哲	Q5604
孔鲋	Q5608
孕妇	Q5609
字母	Q5610
字符串	Q5611
字节码	Q5612
存储器	Q5613
存在主义	Q5614
存在主义心理学	Q5615
存在就是被感知	Q5616
存在心理治疗	Q5617
孙中山（2001年沈好放执导电视剧）	Q5622
孙中山（中国近代伟大的民主革命先行者）	Q5623
孙俪	Q5624
孙君（北京绿十字生态文化传播中心创始人）	Q5626
孙君（南京邮电大学信息与通信工程学院）	Q5627
孙吴（三国时期政权）	Q5628
孙和（吴大帝第三子）	Q5629
孙复	Q5630
孙大为（文物鉴定人）	Q5631
孙大文（爱尔兰皇家科学院院士）	Q5632
孙夫人（东汉末年刘备夫人）	Q5633
孙奉	Q5634
孙娫	Q5635
孙婉	Q5636
孙子兵法（中国古典军事文化著作）	Q5637
孙宝琦	Q5639
孙岳（京剧老生演员）	Q5640
孙岳（民国将领、直隶省长）	Q5641
孙思邈（药王）	Q5643
孙悟空（中国古典名著《西游记》中的主角）	Q5645
孙成（唐朝桂州刺史）	Q5646
孙承宗	Q5647
孙文越飞联合宣言	Q5650
孙方	Q5651
孙未	Q5652
孙权（三国时代孙吴开国皇帝）	Q5653
孙武（中国春秋时期军事家）	Q5654
孙瑞英（清代女画家）	Q5656
孙眉	Q5657
孙科（民国时期著名政治人物）	Q5659
孙穗芳	Q5661
孙策（东汉末年割据江东一带的诸侯）	Q5662
孙膑（战国时期齐国军事家）	Q5664
孙越（著名相声演员）	Q5665
孙达成	Q5666
孙铭武	Q5667
孙雯（女足巨星）	Q5668
孛儿只斤·也孙铁木儿	Q5669
孛儿只斤·和世㻋	Q5670
孛儿只斤·图帖睦尔	Q5671
孛儿只斤·妥懽帖睦尔	Q5672
孛儿只斤·察合台	Q5673
孛儿只斤·忽必烈	Q5674
孛儿只斤·懿璘质班	Q5675
孛儿只斤·海山	Q5676
孛儿只斤·海都	Q5677
孛儿只斤·爱育黎拔力八达	Q5678
孛儿只斤·硕德八剌	Q5679
孛儿只斤·窝阔台	Q5680
孛儿只斤·答剌麻八剌	Q5681
孛儿只斤·蒙哥	Q5682
孛儿只斤·铁穆耳	Q5683
孛儿只斤·阿速吉八	Q5684
孝感	Q5686
孟加拉国	Q5687
孟加拉国共产党	Q5688
孟子（儒家代表人物之一）	Q5689
孟子（儒家经典著作）	Q5690
孟学农	Q5691
孟广征	Q5692
季羡林	Q5695
季风（地理气象学概念）	Q5696
孤立国同农业和国民经济的关系	Q5698
孤立系统	Q5699
学习兴趣	Q5700
学位论文	Q5705
学位课程	Q5706
学士学位	Q5709
学政	Q5710
学术期刊	Q5711
学术流派	Q5712
学术界（国内大型学术期刊）	Q5713
学术研讨会	Q5714
学派	Q5716
学生会	Q5717
学科（词语概念）	Q5719
学者（名词解析）	Q5720
学问（社科综合类期刊）	Q5721
孪生质数	Q5723
宁夏（宁夏回族自治区）	Q5725
宁安高速铁路	Q5726
宁波舟山港	Q5730
宁波（浙江省城市）	Q5731
宁波（浙江省省辖市）	Q5732
宁王	Q5735
宁财神	Q5738
宁远之战	Q5739
宁锦之战	Q5741
宇宙化学	Q5743
宇宙学家	Q5745
宇宙射线	Q5746
宇宙微波背景	Q5747
宇宙星体	Q5748
宇宙暴涨理论	Q5749
宇宙背景辐射	Q5750
宇宙论	Q5751
宇宙（天文学名词）	Q5752
宇文姓	Q5753
宇文邕（北周武帝）	Q5755
守恒量	Q5758
安东省	Q5760
安东都护府	Q5761
安东（原国防科学技术委员会副主任、少将）	Q5762
安以轩	Q5764
安全标准	Q5765
安全漏洞	Q5766
安史之乱	Q5768
安姓	Q5774
安娜·弗洛伊德	Q5775
安市城（赵寅成出演的影片）	Q5776
安平桥	Q5777
安庆天柱山机场	Q5778
安庆（安徽省地级市）	Q5782
安德烈·塔可夫斯基	Q5783
安德烈·巴赞	Q5784
安德烈·舍甫琴科	Q5785
安德鲁·怀尔斯	Q5786
安德鲁·斯图尔特·塔能鲍姆	Q5787
安德鲁（英国家族制中小型跨国企业）	Q5788
安徽	Q5789
安徽大学	Q5790
安徽工程大学	Q5792
安徽端公戏	Q5795
安息日	Q5796
安慰剂	Q5798
安托万-洛朗·拉瓦锡	Q5799
安提基特拉机械	Q5800
安特卫普（比利时西北部城市）	Q5802
安特生	Q5803
安瑟伦	Q5804
安禄山（唐朝历史人物）	Q5805
安纳托利亚	Q5806
安西都护府（唐朝时期新疆地区的管辖机构）	Q5808
安迪·哈格	Q5812
安阳（河南省地级市）	Q5814
安陆府	Q5815
宋代理学	Q5820
宋元时期	Q5822
宋军（著名美术设计师）	Q5823
宋哲元	Q5824
宋嘉树	Q5825
宋国（周朝诸侯国）	Q5826
宋子文	Q5827
宋庆龄	Q5828
宋慈	Q5829
宋教仁（中华民国时期革命家）	Q5830
宋明理学（儒家哲学思想体系的分支）	Q5831
宋明（辽沈一校教务主任）	Q5832
宋朝（中国历史朝代）	Q5834
宋楚瑜	Q5836
宋美龄	Q5838
宋耀如（辛亥革命时期革命家）	Q5839
宋襄公	Q5840
宋词（中国文学）	Q5841
宋金刚	Q5842
宋霭龄	Q5843
完全平方数	Q5845
完全竞争	Q5847
完整授权	Q5848
完颜亮	Q5850
完颜承麟	Q5851
完颜撒改	Q5852
完颜阿骨打	Q5854
宏内核	Q5855
宏碁	Q5857
宏观经济学（经济学流派）	Q5859
宏观调控	Q5860
宏达国际电子股份有限公司	Q5861
宗吉	Q5863
宗教事务条例	Q5865
宗教信仰	Q5866
宗教团体	Q5867
宗教学（现代社会科学门类）	Q5869
宗教改革	Q5871
宗教自由	Q5873
宗教音乐	Q5874
宗教（意识形态）	Q5875
官僚主义	Q5877
官僚制（国家行政管理相关制度）	Q5879
官学（中国古代最主要的官学教育制度）	Q5883
官方语言	Q5885
定义	Q5888
定位（品牌营销名词）	Q5889
定安县（海南省直辖县）	Q5890
定律（理论规律）	Q5892
定性	Q5893
定性分析	Q5894
定性研究	Q5895
定瓷	Q5896
定量研究	Q5898
宜万铁路宜昌长江大桥	Q5901
宜昌（湖北省地级市）	Q5906
宝安县	Q5912
宝林寺（江苏常州寺庙）	Q5915
宝莲灯（2005年曹骏、舒畅、焦恩俊主演电视剧）	Q5916
实体法	Q5920
实分析	Q5921
实变函数（数学学科术语）	Q5922
实数域	Q5923
实用主义（现代哲学派别）	Q5925
实证主义	Q5926
实证主义社会学	Q5928
实证经济学	Q5929
实际成本	Q5932
实验室（进行试验的场所）	Q5933
实验心理学（心理学学科分支）	Q5934
实验法	Q5935
实验物理	Q5936
实验组	Q5937
实验经济学	Q5938
实验设计（心理学解释）	Q5939
客家人（汉族族群分支）	Q5945
客家围屋（中华客家文化特色民居建筑）	Q5946
客家土楼	Q5947
客家地区	Q5948
客家文化	Q5950
客家语	Q5951
客观世界	Q5953
客观唯心主义	Q5954
宣城	Q5957
宣慰使司都元帅府	Q5961
宣纸（文房四宝之一）	Q5964
宣言（中国内地影视男演员）	Q5965
室女座	Q5967
宦官专权	Q5969
宪法学（以宪法为研究对象的一门法学学科）	Q5975
宪法诉讼	Q5977
宪法（法律名）	Q5978
宫崎滔天	Q5981
宫川富美子	Q5982
宫廷菜	Q5983
宫廷音乐	Q5984
家传户晓	Q5987
家庭、私有制和国家的起源	Q5990
家庭主妇	Q5991
家庭教会	Q5994
家庭经济学	Q5996
家庭联产承包责任制	Q5997
家庭（词语概念）	Q5998
家谱（人文资料）	Q6001
家（玛丽·哈维斯提克导演电影）	Q6004
宾利欧陆	Q6007
宾斯	Q6010
宾语	Q6012
宿命（俞新昌创作小说）	Q6014
宿州	Q6015
宿松县	Q6017
密宗（佛教宗派）	Q6020
密尔沃基	Q6021
密支那	Q6023
密歇根大学	Q6024
密歇根湖	Q6025
密码学	Q6026
密苏里号战列舰	Q6028
富兰	Q6030
富兰克林·罗斯福	Q6031
富力	Q6032
富士（自行车品牌）	Q6034
富察·傅恒	Q6035
寒温带针叶林	Q6037
察哈尔部	Q6041
寡头垄断	Q6044
寡头政治	Q6045
寡妇鸟	Q6046
对位法	Q6047
对外投资	Q6048
对外贸易额	Q6049
对应原理	Q6050
对我而言，可爱的她	Q6051
对抗疗法	Q6052
对数	Q6053
对比试验	Q6054
对流层	Q6055
对照实验	Q6056
对联（语文文学名词）	Q6059
对虾	Q6060
寻根文学	Q6064
导出类	Q6066
导弹驱逐舰	Q6067
导演（职业名称）	Q6068
导轨电车	Q6070
寿命	Q6073
封建制度	Q6078
封诊式	Q6083
射电天文学	Q6087
射电望远镜	Q6088
将苑	Q6090
尉迟琳嘉	Q6093
尊王攘夷	Q6094
小儿药证直诀	Q6096
小写	Q6098
小冰期	Q6100
小分子	Q6103
小名	Q6104
小品	Q6105
小商品市场	Q6106
小学（进行初等教育的学校）	Q6109
小康社会	Q6112
小数点（数学符号）	Q6114
小方脉	Q6115
小泽征尔	Q6118
小灵猫	Q6120
小罗伯特·卢卡斯	Q6126
小群体	Q6127
小蘑菇（相声大师常宝堃艺名）	Q6128
小蝌蚪找妈妈（方惠珍，盛璐德著作的儿童故事书）	Q6129
小行星带	Q6131
小行星（环绕太阳运动的小天体）	Q6132
小说（文学体裁）	Q6135
小资产阶级	Q6136
小辛（商朝君主）	Q6137
小针刀	Q6139
小长山岛	Q6140
少女时代（韩国女子演唱团体）	Q6143
少尉	Q6144
少数民族	Q6148
少数民族地区	Q6149
少数民族节日	Q6150
少林寺（世界文化遗产、5a级景区、河南嵩山少林寺）	Q6152
少阳病	Q6153
尚书（中国古籍）	Q6155
尚明轩	Q6156
尚武精神	Q6157
尚雯婕	Q6158
尤列	Q6159
尧王城遗址	Q6160
尧（中国上古时期部落联盟首领）	Q6162
尹文（战国时期哲学家）	Q6165
尺度（生态学概念）	Q6166
尺规作图	Q6167
尼古拉·伊万诺维奇·布哈林	Q6168
尼古拉·哥白尼	Q6169
尼古拉斯（多义引导）	Q6170
尼可拉·路易·拉卡伊	Q6171
尼可罗·马基亚维利	Q6172
尼安德特人	Q6173
尼尔·伍德	Q6174
尼斯（法国城市nice）	Q6176
尼泊尔	Q6177
尼泊尔共产党（联合马列）	Q6178
尼罗河（牧友皮业的主打裘皮品牌）	Q6179
居正	Q6182
居民	Q6183
居鲁士大帝（古代波斯大帝）	Q6186
屈原（战国末期楚国诗人、政治家）	Q6188
屠呦呦（诺贝尔医学奖获得者、药学家）	Q6191
屯溪老街	Q6192
山东六国	Q6194
山东（中华人民共和国省级行政区）	Q6195
山县有朋	Q6199
山地旅游	Q6200
山梨县	Q6203
山楂（蔷薇科山楂属山楂果实）	Q6204
山海经·海内南经	Q6205
山田良政	Q6206
山脉（地形地貌）	Q6208
山西（中华人民共和国省级行政区）	Q6210
山越（三国时期出现的山贼式武装群体）	Q6212
山顶洞人	Q6213
山鹰组合	Q6214
岐伯	Q6217
岛屿（地理名词）	Q6219
岩浆岩	Q6220
岩石化学	Q6224
岳西高腔	Q6229
岳钟琪	Q6230
岳飞（南宋抗金名将、民族英雄）	Q6231
峰会	Q6232
崇安	Q6234
崇明岛	Q6236
崔秀英（韩国演唱团体少女时代成员）	Q6237
崔胤	Q6238
崖山海战	Q6239
嵌入式	Q6244
嵌入式linux	Q6245
嵌入式操作系统	Q6246
嵌入式设备	Q6248
嵩山（五岳之一）	Q6249
川沙县	Q6251
川菜（四大菜系之一）	Q6252
巢元方	Q6256
工业	Q6259
工业体系	Q6261
工业废水	Q6266
工业软件	Q6269
工业革命（资本主义工业化过渡阶段）	Q6270
工党（英国工党）	Q6277
工农业总产值	Q6278
工农武装割据	Q6279
工科	Q6280
工程博士	Q6282
工资水平	Q6286
左丘明	Q6287
左季云	Q6288
左宏元	Q6289
左宗棠（中国晚清政治家、军事家、民族英雄）	Q6290
左轮枪	Q6293
巨鹿郡	Q6297
巩汉林	Q6299
巫山山脉	Q6302
巫教	Q6303
巫术（企图借助超自然神秘力量的方术）	Q6304
巴东长江大桥	Q6307
巴勒斯坦（巴勒斯坦国）	Q6308
巴厘岛（世界著名旅游岛）	Q6309
巴基斯坦	Q6310
巴塔尼	Q6311
巴尔干化	Q6312
巴尔干半岛	Q6313
巴山舞	Q6315
巴布亚新几内亚	Q6317
巴拿马（国家名称）	Q6319
巴普提斯特·贾比考尼	Q6320
巴比伦人	Q6322
巴比伦数学	Q6323
巴比伦（美索不达米亚平原文明古国）	Q6324
巴西（巴西联邦共和国）	Q6327
巴门尼德	Q6330
巴鲁赫·斯宾诺莎	Q6331
巴黎和会	Q6332
巴黎（法国首都）	Q6333
市值	Q6334
市场力量	Q6335
市场均衡	Q6337
市场失灵	Q6338
市场失灵理论	Q6339
市场机制	Q6341
市场的结构	Q6342
市场经济	Q6343
市场经济体制	Q6344
市场花园行动	Q6345
市场需求	Q6346
市民社会	Q6350
市辖区	Q6352
布丹（近代西方宪政专家）	Q6353
布依族	Q6354
布克奖	Q6355
布娃娃（人体模特名）	Q6359
布尔巴基学派	Q6361
布拉（日本动漫《龙珠》系列中的角色）	Q6363
布朗大学	Q6364
布气	Q6366
布特林特	Q6367
布莱克·莱弗利	Q6369
布莱兹·帕斯卡	Q6370
布莱士·帕斯卡	Q6371
布衣卿相	Q6372
布袋戏	Q6373
布达佩斯（匈牙利首都）	Q6374
布达拉宫（中国西藏拉萨的宫堡式建筑群）	Q6375
布里丹	Q6376
布须曼人	Q6377
布鲁塞尔	Q6378
布鲁斯·韦恩	Q6379
布鲁斯特-戴维爵士	Q6380
布鲁默	Q6381
师带徒	Q6383
希伯来语	Q6384
希尔伯特空间	Q6385
希尔伯特计划	Q6386
希尔顿（美国旅馆品牌）	Q6387
希格斯玻色子	Q6388
希波战争史	Q6389
希波的奥古斯丁	Q6390
希罗多德	Q6391
希腊	Q6392
希腊化时期	Q6395
希腊城邦	Q6396
希腊悲剧（古希腊悲剧艺术）	Q6398
希腊神话（西方神话体系之一）	Q6400
希腊签证	Q6401
帕丽斯·希尔顿（美国模特、演员、歌手）	Q6402
帕凡舞	Q6403
帕劳	Q6404
帕提亚帝国	Q6405
帕洛阿托	Q6406
帕米尔高原	Q6407
帕金森定律	Q6410
帛家道	Q6411
帝喾	Q6413
帝国时代（全效工作室开发即时战略类系列游戏）	Q6416
帝辛（商朝最后一位君主）	Q6419
帝辛（商朝末代君主）	Q6420
带电粒子	Q6421
带薪休假	Q6422
带鱼（硬骨鱼纲鲈形目带鱼科动物）	Q6423
席勒（德国经济学家卡尔·席勒）	Q6425
席勒（英国哲学家）	Q6426
常住人口	Q6427
常佩业	Q6429
常务委员会	Q6430
常州（江苏省地级市）	Q6432
常德会战	Q6434
常德（湖南省地级市）	Q6435
常遇春	Q6438
幕阜山（幕阜山景区）	Q6439
干草原	Q6442
干锅	Q6443
平原省	Q6446
平均寿命	Q6451
平均海拔	Q6455
平壤	Q6457
平方根（数学名词）	Q6463
平板电脑	Q6464
平津战役（解放战争三大战役之一）	Q6466
平移	Q6470
平行宇宙（物理学术语）	Q6473
平衡理论	Q6474
平阳县（浙江省下辖县）	Q6476
年羹尧	Q6480
并行计算	Q6489
并购重组	Q6490
幸存者（罗马尼亚电影）	Q6491
幽王	Q6497
幽门螺杆菌	Q6498
广东	Q6499
广东人	Q6500
广东宏远华南虎俱乐部	Q6502
广东承宣布政使司	Q6504
广东民系	Q6505
广东（中国行政区域）	Q6510
广义相对论	Q6511
广告片	Q6518
广场舞	Q6519
广岛（日本本州西南的城市）	Q6520
广州地铁	Q6526
广州塔	Q6527
广州大学	Q6529
广州府	Q6530
广州港	Q6534
广州湾	Q6535
广州白云国际机场	Q6536
广州菜	Q6537
广州起义（1895年孙中山领导的第一次反清武装起义）	Q6539
广州起义（1911年同盟会的起义（黄花岗起义））	Q6540
广州通海夷道	Q6541
广州（广东省省会）	Q6542
广府文化	Q6543
广府民系	Q6544
广播体操	Q6545
广播卫星	Q6547
广播媒体	Q6548
广泽尊王	Q6552
广西壮族自治区总工会	Q6554
广西（广西壮族自治区）	Q6555
庄园经济	Q6557
庄子（道家学派主要代表人物）	Q6558
庆阳	Q6563
庐州文化	Q6567
库尔斯克（库尔斯克州）	Q6570
库尔特·哥德尔	Q6571
库萨的尼古拉	Q6573
